accuracy	time_pred	time_learn	time_learn2	time_learn4	alpha	acc_mcmc_this	acc_mcmc_all	acc_mcmc_all_but5	ll_mcmc_this	ll_mcmc_all	ll_mcmc_all_but5	wmu[0]	wlambda[0]	vmu[0,0]	vlambda[0,0]	vmu[0,1]	vlambda[0,1]	vmu[0,2]	vlambda[0,2]	vmu[0,3]	vlambda[0,3]	vmu[0,4]	vlambda[0,4]	vmu[0,5]	vlambda[0,5]	vmu[0,6]	vlambda[0,6]	vmu[0,7]	vlambda[0,7]
0.840839	nan	0.016	0.016598	0	0.96807	0.814899	0.840839	0.840289	0.456099	0.3442	0.34547	-0.0888117	8.21683	-0.0265753	12.9877	-0.063788	8.30581	0.0534436	11.3021	0.107133	10.2307	0.0296966	12.2888	-0.0448454	15.5942	-0.0466358	13.5772	-0.0202585	6.94071
0.840774	nan	0.016	0.016606	0	0.976337	0.821553	0.840774	0.840096	0.438732	0.344101	0.345358	-0.0712589	7.53326	0.00387404	14.076	-0.0318791	8.74101	0.00951744	14.1963	0.112009	12.518	-0.0104412	11.7976	-0.0177863	18.5257	-0.0449636	12.04	0.0442283	8.79427
0.840354	nan	0.016	0.016622	0	1.04669	0.815609	0.840354	0.84016	0.452027	0.344122	0.345384	-0.0217337	8.88665	0.0263421	11.2837	-0.0596806	11.7715	0.0275765	15.2301	0.110103	13.1099	0.0400505	12.2145	-0.015995	15.6458	0.0102567	15.2979	0.0503714	7.45998
0.840225	nan	0.016	0.016571	0	0.954613	0.819195	0.840225	0.840257	0.451288	0.344192	0.345465	-0.0518142	9.46698	0.0718362	12.7008	-0.019966	9.6199	0.0462722	15.8895	0.0598011	9.76886	0.0119423	14.7449	-0.0316594	15.2729	-0.0222408	17.7893	0.00418537	6.25723
0.840225	nan	0.016	0.016619	0	1.04192	0.81099	0.840225	0.839611	0.462818	0.344296	0.34558	-0.0573912	6.59434	0.0343939	14.5772	0.0201152	14.1458	0.0309617	13.058	0.0898252	11.4288	0.0115872	14.1755	0.0272068	13.486	-0.0265065	18.5354	0.0322247	7.02513
0.840128	nan	0.02	0.016612	0	1.02519	0.8117	0.840128	0.839676	0.453604	0.344362	0.345648	-0.0708065	7.44743	0.0231481	11.6391	-0.0189843	10.5575	0.0778346	13.1875	0.0964797	12.1188	-0.00304282	17.6698	0.0141245	13.2478	-0.0312509	22.4155	0.025125	8.58382
0.83974	nan	0.016	0.016591	0	1.10666	0.814576	0.83974	0.839676	0.453596	0.344436	0.345727	-0.132586	7.73816	0.0430822	18.54	0.013156	11.89	0.0407394	18.081	0.0671114	10.3423	-0.0425939	11.6392	0.0202117	16.9656	-0.0154224	16.7089	0.0485972	9.61331
0.839999	nan	0.016	0.016533	0	0.973497	0.809859	0.839999	0.839966	0.458013	0.344456	0.345739	-0.0967388	6.54992	0.0701783	13.8559	-0.0279568	10.9993	0.0315178	13.6067	0.0550615	11.4334	-0.074497	11.3821	-0.0218734	14.6137	-0.0254341	18.1238	0.00702312	6.32945
0.840031	nan	0.016	0.016729	0	0.950041	0.812993	0.840031	0.839611	0.450794	0.344471	0.345746	-0.0641442	6.90203	0.0809135	15.3344	-0.0299453	9.26235	-0.0143787	16.2799	0.0689038	11.5978	-0.0976078	10.1245	-0.0135287	13.5115	0.0175765	15.5702	0.0785973	5.71695
0.840096	nan	0.016	0.016845	0	0.928048	0.816998	0.840096	0.839869	0.440143	0.344437	0.345698	-0.0718598	7.27391	0.0656696	17.5158	-0.0387955	8.35011	0.000932555	14.9228	0.117961	14.1352	-0.0886153	15.7372	-0.00280827	19.4633	0.00355531	17.4222	0.0767244	6.33912
0.840128	nan	0.016	0.016927	0	0.953514	0.815319	0.840128	0.839869	0.436151	0.344386	0.345631	-0.0118899	8.39052	0.0278908	16.6735	-0.0778882	8.64405	-0.00364876	12.5991	0.113385	15.3212	-0.00770657	12.0747	-0.00541782	15.9387	-0.0236614	15.5404	0.0560643	8.84173
0.840386	nan	0.016	0.017116	0	0.952985	0.822296	0.840386	0.839902	0.425031	0.344247	0.345471	-0.0173155	5.92339	0.0403939	18.4726	-0.0208972	10.116	-0.00464541	12.9147	0.0868	16.1042	0.0302012	9.03838	0.0135227	17.7414	-0.0282343	15.0637	0.0945289	6.57091
0.840257	nan	0.016	0.017071	0	1.04195	0.813606	0.840257	0.840128	0.433771	0.344168	0.345378	-0.0671103	6.47361	0.0518106	17.701	-0.0311938	8.2539	-0.00827707	12.8715	0.0752174	19.4658	-0.0580206	13.6096	0.0936103	18.9877	-0.00622592	14.5047	0.0670117	7.71598
0.840063	nan	0.016	0.016838	0	0.922401	0.815222	0.840063	0.840096	0.436431	0.344121	0.34532	-0.109035	6.37094	0.0348834	17.853	-0.0402509	9.5957	-0.021288	12.4568	0.114566	15.6456	-0.0334375	12.5517	0.0710355	14.5903	-0.0220746	14.4884	0.0316961	7.81196
0.840031	nan	0.016	0.016874	0	1.00145	0.81842	0.840031	0.839902	0.441199	0.344058	0.345239	-0.0311643	3.9894	0.0508947	14.0056	-0.0321197	9.96771	-0.0185642	10.3004	0.0977142	12.6381	-0.0455531	10.1159	0.0229997	16.8252	-0.0023704	16.0533	0.0317161	5.95583
0.840063	nan	0.016	0.016931	0	1.0247	0.819227	0.840063	0.83974	0.439766	0.344052	0.34523	-0.0096471	4.68284	0.0692404	13.679	-0.0923004	13.202	-0.0614392	8.50941	0.0953937	13.2218	-0.0369787	11.8188	0.00776971	11.9163	-0.0479497	11.7863	0.0264473	6.6679
0.84016	nan	0.016	0.016921	0	1.03528	0.819033	0.84016	0.839966	0.439489	0.344022	0.3452	-0.104018	4.6437	9.63754e-05	14.8626	-0.0346845	15.0286	-0.0782557	8.95678	0.126717	17.1301	-0.0220769	11.5198	-0.0245197	16.9909	-0.0126706	10.4223	4.45821e-05	8.1468
0.840063	nan	0.016	0.017095	0	1.04006	0.816255	0.840063	0.839999	0.434589	0.344018	0.345191	-0.13777	5.59767	0.0200106	13.6523	-0.0376279	12.9681	-0.0458813	9.4747	0.121743	17.8172	-0.00685518	11.4526	0.0152829	20.1848	0.00766611	9.46084	0.0133008	10.3926
0.84016	nan	0.016	0.016822	0	1.024	0.818904	0.84016	0.839999	0.431221	0.343961	0.345124	-0.122948	5.82119	0.0134353	13.2317	-0.0743765	15.6398	-0.0207709	9.17075	0.134863	16.4231	0.0066118	10.974	0.0416326	19.9937	-0.0335964	8.51415	0.0365315	11.081
0.840322	nan	0.016	0.016763	0	1.07665	0.821715	0.840322	0.84016	0.420431	0.343911	0.345065	-0.1089	5.7944	-0.00160855	13.6672	-0.102123	14.807	-0.048475	10.0569	0.128167	17.1068	0.0293756	12.4589	0.017273	16.5986	-0.0167918	12.3288	0.0284255	12.6644
0.840419	nan	0.016	0.016838	0	1.01252	0.824493	0.840419	0.840128	0.417318	0.343801	0.344934	-0.171193	4.67133	0.022079	13.8116	-0.0666236	12.998	-0.0472789	9.45829	0.171738	14.2292	-0.0254301	11.6246	0.014319	14.2266	-0.00459303	18.3782	-0.00633314	9.84489
0.840419	nan	0.016	0.016703	0	0.852561	0.818872	0.840419	0.839869	0.432384	0.343753	0.344877	-0.0657841	4.36558	-0.0320017	13.0641	-0.0528056	17.2683	-0.0414888	9.25503	0.13355	16.4256	-0.0360295	10.3008	0.0338549	12.9476	0.02591	21.5109	-0.0365843	9.57036
0.840322	nan	0.02	0.016673	0	0.890011	0.824299	0.840322	0.839902	0.428072	0.343719	0.344839	-0.0353321	6.35823	0.0137142	11.1224	-0.0302461	17.7011	-0.117193	8.38918	0.150495	17.4389	-0.0222488	11.0139	0.026015	13.2303	-0.0569663	14.4627	-0.0784593	9.52699
0.840322	nan	0.016	0.01662	0	0.962537	0.821747	0.840322	0.839966	0.448787	0.343681	0.344794	-0.00723088	7.01178	0.0675114	13.0659	-0.0398484	17.7857	-0.0716372	8.95449	0.100663	13.0686	-0.047326	8.24012	0.0556805	10.0209	-0.0569934	17.7902	-0.0137365	10.3832
0.840096	nan	0.016	0.016593	0	1.05603	0.819776	0.840096	0.839966	0.430386	0.34364	0.344748	-0.0480291	6.78922	0.0901321	10.4217	-0.0436848	22.8516	0.00912028	11.6435	0.0512998	13.8301	-0.0190842	10.6476	0.00938955	9.5351	-0.039596	20.1797	0.083621	10.5953
0.840257	nan	0.02	0.01662	0	1.02953	0.82249	0.840257	0.839837	0.430713	0.343631	0.344737	-0.0478203	9.53138	0.055444	11.6749	-0.0597692	22.5307	-0.0318438	9.40155	0.114401	14.2798	-0.0367926	11.4155	-0.00630274	8.68857	-0.043761	21.1651	0.118708	8.51906
0.840322	nan	0.016	0.016623	0	0.949261	0.820584	0.840322	0.839869	0.444019	0.343628	0.344733	-0.0340251	7.63352	0.0364617	12.5664	-0.0677107	19.3989	0.0212678	8.4964	0.0872516	12.8753	-0.0207474	14.6895	-0.00743399	15.2338	-0.0144714	20.2178	0.125549	10.1661
0.840289	nan	0.016	0.016612	0	0.989636	0.816062	0.840289	0.839869	0.463368	0.343635	0.344735	-0.0863651	9.51911	-0.00160219	15.0214	-0.066222	17.8446	-0.0262486	7.33811	0.064447	9.52333	0.0242782	15.341	0.0400016	13.7806	-0.00477026	14.8081	0.0898553	10.6618
0.840289	nan	0.016	0.016589	0	0.924478	0.815286	0.840289	0.839869	0.466907	0.343631	0.344726	-0.0805971	11.8208	0.0501475	12.5565	-0.0267298	18.859	-0.147294	11.8147	0.059546	12.1077	-0.0258148	13.3953	0.0353214	12.5379	-0.0257616	14.8736	0.0896932	10.4481
0.840225	nan	0.016	0.016623	0	0.992997	0.812896	0.840225	0.839773	0.472869	0.343674	0.344763	-0.0924446	8.00547	0.088626	9.81445	-0.0190169	18.2992	-0.0232537	8.53251	0.0342906	10.8748	-0.03688	13.7876	-0.0440386	12.7314	-0.0660676	13.9036	0.070154	9.81719
0.839902	nan	0.016	0.016627	0	0.95475	0.814382	0.839902	0.839773	0.470422	0.343683	0.344763	-0.131353	7.12474	0.0590698	10.7419	-0.0258573	17.2339	-0.060644	6.8468	0.0387407	9.17162	-0.0519451	14.3028	0.00172503	14.888	-0.0879919	14.3262	-0.0514196	10.6964
0.839869	nan	0.016	0.016715	0	1.01742	0.809019	0.839869	0.839579	0.475332	0.343735	0.344809	-0.152504	7.73706	0.0614399	10.8551	-0.0227822	19.9066	-0.0406842	9.17676	0.12999	10.4183	-0.0630911	11.3339	-0.0256323	14.746	-0.0541121	18.0347	-0.0447161	9.4201
0.839837	nan	0.016	0.016621	0	0.877872	0.8065	0.839837	0.839514	0.493075	0.343822	0.344893	-0.153725	8.77997	0.0271531	9.89657	0.00356679	15.814	-0.138029	8.41551	0.0967321	11.7259	-0.0246371	14.5809	-0.0667549	15.0929	-0.0203926	13.8312	0.00125369	10.4729
0.839773	nan	0.016	0.016629	0	0.914814	0.809472	0.839773	0.839579	0.489193	0.343929	0.345004	-0.0643786	6.64891	0.0185671	8.9717	0.00655824	18.585	-0.125994	7.098	0.0784858	12.081	-0.0363776	17.7365	-0.0594736	16.5011	-0.000478735	15.5838	0.00940648	9.92443
0.839676	nan	0.016	0.016632	0	0.997877	0.808793	0.839676	0.839482	0.491758	0.344027	0.345105	-0.139067	7.1197	0.0538652	10.2328	-0.00778013	20.3897	-0.187741	7.3454	0.0642889	14.0253	-0.0270962	16.7629	-0.0174477	12.7283	0.00710791	15.2547	-0.0505822	13.5455
0.839579	nan	0.016	0.016733	0	0.884434	0.813477	0.839579	0.839482	0.459093	0.344077	0.345154	-0.105417	7.66849	0.0430374	6.02469	-0.020726	19.6063	-0.169185	7.16553	0.0752953	11.2958	-0.0159532	14.2042	0.0163323	11.7965	-0.0312293	13.3012	-0.00159402	14.7316
0.839579	nan	0.02	0.01683	0	0.924023	0.815868	0.839579	0.839288	0.450075	0.34409	0.345159	-0.114589	6.24675	0.048898	7.45354	-0.0542493	21.6932	-0.160378	9.36671	0.0541273	12.0203	-0.0182088	15.3237	-0.0363185	9.75992	-0.0138217	15.5004	-0.0472315	12.0625
0.839643	nan	0.016	0.01685	0	0.92578	0.807469	0.839643	0.839127	0.472678	0.344171	0.345238	-0.0964314	5.83601	0.0605694	7.37683	-0.0678954	23.519	-0.141364	8.9084	0.112702	10.8699	0.0316137	16.671	0.00311579	11.867	-0.046485	18.8735	-0.020281	11.3674
0.839676	nan	0.016	0.017047	0	0.915414	0.810731	0.839676	0.839191	0.486079	0.344217	0.34528	-0.0376015	6.88528	0.0966585	8.03959	-0.0651909	22.4733	-0.130428	11.8114	0.0892827	10.2506	0.0257449	15.2302	0.0104887	13.7595	-0.0417122	16.1108	-0.0605832	11.2915
0.839417	nan	0.02	0.017104	0	1.0023	0.812282	0.839417	0.839159	0.4727	0.344257	0.345315	-0.148376	4.23487	0.0826267	6.85763	-0.0460582	12.4314	-0.144559	9.03458	0.125377	12.9343	0.0255558	14.5241	0.0690925	10.8376	-0.0188667	11.834	-0.0205686	7.54464
0.839353	nan	0.016	0.016807	0	1.05626	0.812702	0.839353	0.839094	0.472395	0.34428	0.345333	-0.0926565	6.0844	-0.0344196	5.74226	-0.103257	12.4436	-0.0995264	11.2047	0.114203	10.7585	-0.000204202	16.9968	0.00783156	9.66754	-0.0353667	15.3325	0.00613196	9.46092
0.839191	nan	0.016	0.016829	0	0.938117	0.814769	0.839191	0.839062	0.471225	0.34431	0.345361	-0.0773988	4.15602	0.033008	6.81057	-0.0561232	14.5736	-0.068613	13.6537	0.115932	8.99626	0.0353972	13.9731	0.0119696	11.9187	0.0271332	11.6083	0.000263655	8.46427
0.839062	nan	0.016	0.016731	0	1.03693	0.816126	0.839062	0.839159	0.469777	0.344362	0.345415	-0.0885851	5.02911	0.0368483	8.08753	-0.031662	12.2947	-0.0415613	14.3474	0.0912734	11.9782	0.0221456	12.6625	0.00894988	10.9032	-0.0112505	12.8252	-0.00328416	8.25813
0.839353	nan	0.016	0.016818	0	0.977108	0.815803	0.839353	0.838836	0.471732	0.344414	0.34547	-0.0785912	5.92682	0.074614	13.0481	-0.0390938	11.4644	-0.0455013	18.0025	0.0498457	14.3672	0.0417337	11.5808	-0.0305299	12.99	0.0195314	10.3486	0.056422	7.9414
0.839546	nan	0.016	0.01675	0	0.972286	0.821133	0.839546	0.839191	0.455383	0.344421	0.345476	-0.116466	6.87711	0.0708971	13.3832	-0.0471067	12.8667	-0.00456063	17.2325	0.0492383	8.41945	0.038446	13.0785	-0.0381781	10.398	0.0468832	10.0717	0.00571731	10.8761
0.839482	nan	0.016	0.016796	0	0.957326	0.815577	0.839482	0.839191	0.47596	0.344443	0.345496	-0.1402	6.36055	0.0586591	14.1721	-0.0440049	11.2021	-0.0246428	17.3044	0.0602967	6.53544	0.0405473	9.37596	0.024663	11.44	-0.0205694	10.1415	0.0189472	10.7935
0.83932	nan	0.016	0.016638	0	0.96931	0.81758	0.83932	0.839062	0.465294	0.344438	0.345487	-0.150095	6.66137	0.0948308	15.2282	-0.0179787	9.09574	-0.075877	13.8148	0.0755319	7.81249	0.0403015	9.48209	0.000578674	13.5431	-0.0150321	11.843	-0.0306307	13.3903
0.83945	nan	0.016	0.016589	0	0.918448	0.819033	0.83945	0.83903	0.473914	0.344437	0.345485	-0.157022	6.87385	0.0722687	16.2339	-0.00468608	11.4353	-0.039385	15.3443	0.0963758	6.67688	0.0205278	10.0733	0.00385303	11.9029	-0.00279304	12.9	-0.010102	13.5015
0.839385	nan	0.016	0.016661	0	0.992537	0.816029	0.839385	0.838965	0.465252	0.344466	0.345513	-0.186299	5.69879	0.0890671	19.7383	-0.0401134	10.125	-0.0586697	16.0446	0.0719761	8.7282	0.0320816	9.93047	-0.0260044	12.3856	-0.049005	12.2183	0.00184597	12.3569
0.83945	nan	0.016	0.016632	0	0.927126	0.82333	0.83945	0.8389	0.452058	0.344398	0.345438	-0.197433	5.93422	0.103138	19.4351	-0.0369173	15.9271	-0.0697063	12.571	0.052111	9.53896	0.0030231	11.9099	-0.0435286	10.1897	-0.0461347	13.5764	0.00874867	10.5394
0.839514	nan	0.02	0.016718	0	0.90825	0.819292	0.839514	0.83903	0.468342	0.344328	0.345356	-0.222316	5.0767	0.0689079	11.1681	-0.0787002	12.4078	-0.00877648	11.3934	0.0627931	10.8033	-0.0295068	8.21067	-0.0601459	10.4951	-0.0385782	16.0373	0.0402523	10.9227
0.839546	nan	0.016	0.016629	0	1.01588	0.82081	0.839546	0.839127	0.459361	0.344261	0.345272	-0.250721	5.32036	0.0359965	10.9146	-0.108711	17.5687	-0.0401357	16.0529	0.0851334	10.2092	-0.063835	9.28513	-0.0261675	9.09789	-0.0340248	13.9045	0.0507485	11.1524
0.839676	nan	0.016	0.016656	0	0.999915	0.817838	0.839676	0.839094	0.457698	0.34424	0.345238	-0.215504	4.83416	0.0539251	10.5783	-0.151702	18.0455	-0.0505218	18.6354	0.0806095	10.7012	0.00261025	10.0955	-0.0518052	10.1781	-0.027069	9.1861	0.0260826	10.2025
0.839546	nan	0.016	0.016655	0	0.920188	0.819033	0.839546	0.838997	0.454038	0.344211	0.345202	-0.177936	5.45132	0.0650048	15.8748	-0.118662	12.9416	-0.0513562	13.9759	0.0629263	9.47551	0.0230462	10.4715	-0.0251181	10.3732	-0.0327348	9.45268	0.0109745	8.19941
0.839643	nan	0.016	0.016579	0	1.06346	0.81913	0.839643	0.83903	0.45068	0.344199	0.345185	-0.194217	5.58885	0.0740044	9.35734	-0.111708	14.8609	-0.0286958	14.9751	0.0116076	11.0012	-0.0196908	10.0181	-0.0502239	12.42	-0.0856381	11.363	0.0607211	10.0688
0.839385	nan	0.016	0.016563	0	0.991636	0.817418	0.839385	0.839062	0.455407	0.344155	0.345135	-0.178945	6.30941	0.0885356	11.3998	-0.12833	16.2643	-0.00564341	13.9797	0.0756064	13.5676	0.0221497	12.7866	-0.0396663	12.7577	-0.135187	10.2377	0.0400275	8.21443
0.839676	nan	0.016	0.016637	0	0.96574	0.81674	0.839676	0.839094	0.466208	0.344158	0.345137	-0.189301	6.55814	0.0304146	11.0756	-0.0887192	16.6295	-0.0462688	18.5081	0.055587	13.8011	0.00829587	17.0336	-0.0856015	13.1462	-0.0742859	11.2722	0.12993	7.37785
0.839934	nan	0.016	0.016761	1	0.975464	0.820261	0.839934	0.839127	0.459622	0.344142	0.34512	-0.112445	6.61358	0.0303709	11.5441	-0.111797	16.3354	-0.0459976	21.3607	0.0446714	11.571	-0.0108358	13.8352	-0.0743351	14.0574	-0.105844	11.249	0.0395246	8.16682
0.839611	nan	0.02	0.016812	0	0.882525	0.81422	0.839611	0.839417	0.485071	0.344142	0.345117	-0.143188	6.06494	0.0616792	13.57	-0.093343	14.9015	-0.071632	20.1432	0.0653097	10.3411	0.0220486	15.7121	-0.0470927	11.5648	-0.0601753	8.09017	0.0928302	6.74612
0.83932	nan	0.016	0.01682	0	1.05568	0.813057	0.83932	0.838965	0.484706	0.344135	0.345107	-0.134711	4.78276	0.082446	8.952	-0.125509	13.6984	-0.0582716	19.0267	0.0694034	10.0087	0.00808561	12.1037	-0.0580755	10.6691	-0.0552418	10.3911	0.0259193	7.67081
0.839385	nan	0.016	0.017023	0	0.899451	0.815319	0.839385	0.839094	0.466378	0.344144	0.345116	-0.148343	6.97305	0.105028	9.47278	-0.0531798	11.6005	-0.0512554	19.0584	0.0952423	8.4887	0.0586416	8.34547	-0.0175245	8.90001	-0.0457787	10.5403	0.0130565	8.33738
0.839353	nan	0.02	0.017129	0	0.907418	0.823879	0.839353	0.838836	0.443388	0.344104	0.345073	-0.122682	7.85813	0.082516	8.06811	-0.0815787	10.9019	-0.0759351	18.7854	0.0525294	9.27935	0.12604	10.8174	-0.00457383	11.4436	0.00192184	13.863	0.00546251	9.8298
0.839579	nan	0.016	0.016748	0	0.979656	0.821779	0.839579	0.83903	0.445913	0.344093	0.345062	-0.0824371	8.88609	0.108066	9.25906	-0.121738	13.0979	-0.0739163	21.5849	0.0408051	7.20991	0.0449601	12.8824	-0.0210803	10.0469	-0.00504774	11.8209	0.0267001	11.4371
0.839869	nan	0.016	0.0168	0	1.00892	0.821844	0.839869	0.839353	0.44582	0.344095	0.345063	-0.152928	6.38761	0.0912866	7.54064	-0.0136881	13.1221	-0.0451642	22.43	0.0112919	13.6733	0.00384293	12.2317	-0.00100858	7.84972	-0.00295552	9.78773	0.00676468	9.88443
0.839966	nan	0.016	0.016817	0	0.924872	0.824945	0.839966	0.839514	0.442424	0.34408	0.345048	-0.14095	7.09776	0.0672757	8.5139	-0.118157	9.8953	-0.0738801	17.3788	0.0598627	13.3958	0.00458137	13.3493	-0.0551634	11.3812	0.0650074	9.39674	-0.0363861	9.70103
0.839966	nan	0.016	0.016866	0	0.950924	0.816772	0.839966	0.839643	0.460642	0.344088	0.345055	-0.156466	7.47647	0.0620478	11.1371	-0.0921689	11.6097	-0.0734814	20.5555	0.098052	13.0817	-0.0203607	11.7793	-0.0333731	13.6822	0.0168473	11.706	0.0163357	8.63609
0.839837	nan	0.016	0.016828	0	0.910926	0.819744	0.839837	0.839546	0.459124	0.344085	0.34505	-0.0912416	7.00045	0.080442	10.5864	-0.12427	14.8123	-0.0774854	20.0807	0.114398	13.1096	-0.051216	10.7415	-0.0579078	10.6178	0.0238643	8.76432	-0.021388	10.569
0.839902	nan	0.016	0.016853	0	0.983974	0.819163	0.839902	0.839611	0.459635	0.344042	0.344999	-0.114582	6.18161	-0.00726547	10.2781	-0.113385	16.4579	-0.0752534	16.8399	0.140019	12.7078	-0.037846	12.5551	-0.0466302	11.8785	0.0282727	8.33072	0.0299566	6.72725
0.840225	nan	0.016	0.016745	0	0.888029	0.817321	0.840225	0.839708	0.468265	0.344045	0.345001	-0.122207	6.80275	0.00230132	8.74852	-0.0899893	13.3618	-0.0518509	18.4738	0.0932503	15.8825	-0.0167051	13.55	-0.0162815	10.2033	-0.0290977	10.2816	0.00949558	7.15209
0.840193	nan	0.02	0.016786	0	0.912706	0.820261	0.840193	0.839708	0.457561	0.34404	0.344994	-0.150776	8.40803	-0.0132816	9.56393	-0.151972	12.238	-0.0719208	12.5719	0.000193553	13.6338	-0.0266469	14.6641	-0.00123456	11.1306	-0.00339613	12.3644	0.021108	9.51246
0.840128	nan	0.016	0.016585	0	0.979684	0.819195	0.840128	0.839773	0.442127	0.344034	0.344987	-0.117101	6.89098	-0.0394917	11.7065	-0.125307	11.9947	-0.0952729	12.7955	0.0156952	18.4309	0.00806793	12.9315	0.0114983	7.8609	0.0133913	11.8223	0.0876067	9.33135
0.839902	nan	0.016	0.016595	0	1.05247	0.817257	0.839902	0.839579	0.446187	0.344023	0.344974	-0.0293216	5.81541	-0.00818146	13.6322	-0.137054	10.172	-0.00478026	12.5867	0.0659108	17.925	0.0424173	15.5611	-0.0291261	8.53172	0.00703317	9.7737	-0.0106839	9.80146
0.840031	nan	0.02	0.016587	0	1.02076	0.820778	0.840031	0.839643	0.440898	0.344028	0.34498	-0.160621	6.33057	0.00745628	11.3567	-0.0841491	9.86598	-0.00567931	11.8629	0.0840933	19.3531	0.0282211	16.4262	-0.0242417	8.81666	0.00789009	12.7041	0.0418382	8.59424
0.839837	nan	0.016	0.016601	0	0.98961	0.810667	0.839837	0.839514	0.454918	0.344053	0.345003	-0.0745456	5.87456	-0.0200655	9.74906	-0.186326	10.9731	-0.0188389	13.7631	0.0810958	14.0386	0.0515342	17.668	0.0185187	12.4337	0.00174848	13.2532	0.0500185	9.76301
0.839546	nan	0.016	0.016711	0	1.05791	0.817547	0.839546	0.839353	0.452134	0.34408	0.34503	-0.0296862	5.12287	-0.0157265	11.4494	-0.154395	10.7323	-0.0163144	13.5399	0.0579396	14.6942	0.0449539	18.2206	-0.0378871	10.6789	0.0178401	8.72737	0.00222231	11.3607
0.839514	nan	0.02	0.016695	0	0.942212	0.817741	0.839514	0.839579	0.461082	0.344078	0.345026	-0.056948	5.04279	0.0430958	12.5293	-0.0875865	9.76475	-0.00109223	14.2604	0.072749	13.321	0.0789508	16.4751	-0.0132469	9.30966	0.0728042	8.33612	0.028438	11.1859
0.839514	nan	0.016	0.016598	0	0.933926	0.819712	0.839514	0.83974	0.46716	0.344099	0.34505	-0.0184609	4.97489	0.039664	13.0866	-0.0880736	12.5245	-0.000292658	18.7538	0.0559701	16.3124	0.0684141	13.1392	-0.035752	12.7562	0.0273443	8.64184	-0.00828186	8.65888
0.839546	nan	0.016	0.016614	0	1.0071	0.818646	0.839546	0.839805	0.467343	0.344149	0.345104	-0.10148	5.47809	0.0161272	11.5354	-0.134498	10.7375	-0.0124876	16.78	0.0836602	14.7608	0.0273912	13.6814	-0.0199238	11.0373	0.0946298	9.99218	0.00218599	10.1494
0.83974	nan	0.02	0.016676	0	0.987519	0.822328	0.83974	0.839805	0.459774	0.344164	0.345123	-0.0726805	4.68148	-0.0220536	10.1951	-0.131859	11.3403	-0.00734903	15.3072	0.0799682	16.7816	0.0707791	13.6711	-0.00355335	11.2947	-0.0182124	11.0468	-0.0180639	10.4311
0.83974	nan	0.016	0.01658	0	0.957541	0.820067	0.83974	0.839869	0.478757	0.344178	0.345138	-0.0847167	6.1696	0.0275696	8.47069	-0.137486	13.0085	-0.0631291	19.1498	0.0457907	17.8752	0.0318116	15.4694	-0.0198179	13.6226	0.00115279	15.3444	0.0182571	10.1802
0.839902	nan	0.016	0.016622	0	0.934017	0.820519	0.839902	0.839869	0.471696	0.344205	0.345167	-0.0473145	5.01672	0.0928179	9.54467	-0.141249	17.5288	0.000125606	16.2212	0.0184061	12.355	0.0221941	12.3682	-0.0319223	12.8241	-0.024164	12.1622	0.0715474	12.7747
0.839837	nan	0.016	0.016634	0	0.920774	0.820778	0.839837	0.839708	0.467523	0.34424	0.345203	-0.109407	4.48983	-0.0211987	7.89863	-0.158629	14.0088	-0.0348663	14.1864	-0.0098055	14.2937	-0.00204228	13.0143	-0.0284665	15.4203	0.00751006	12.8287	0.0425728	10.9444
0.83974	nan	0.016	0.016806	0	0.951333	0.820972	0.83974	0.83974	0.474207	0.344284	0.34525	-0.104856	6.26937	-0.0127648	8.53146	-0.141382	14.2768	0.0168476	21.8667	0.0339804	15.031	-0.0372417	12.8026	-0.0342854	12.9678	-0.0037494	14.3862	0.0569359	10.6687
0.839773	nan	0.016	0.017025	0	0.953897	0.818032	0.839773	0.839514	0.478932	0.344335	0.345304	-0.120066	6.28659	-0.0435347	11.0595	-0.117864	12.5745	0.0414343	18.8712	0.0392509	13.2226	-0.0473587	12.3354	0.00603064	6.89838	-0.020494	14.2284	0.0653506	14.2466
0.839902	nan	0.02	0.016913	0	1.09487	0.818064	0.839902	0.83945	0.482228	0.344381	0.345353	-0.108769	8.23986	-0.0449165	9.23439	-0.122051	9.27048	0.0180039	18.254	0.0698616	15.8539	-0.00756713	12.0198	0.0455894	7.9751	-0.0729902	11.8354	0.0239428	11.1122
0.840128	nan	0.016	0.017045	0	0.98977	0.817483	0.840128	0.839514	0.486399	0.344398	0.345369	-0.134028	6.35832	-0.0305254	13.873	-0.0999055	12.242	-0.00083682	18.8863	0.0961395	19.0131	-0.0456856	8.74581	-0.0164177	8.16085	-0.0418022	8.2114	0.0180054	11.5975
0.839934	nan	0.016	0.017099	0	0.953885	0.815189	0.839934	0.839482	0.480857	0.344449	0.345422	-0.0802846	7.95922	-0.00104999	12.5691	-0.0778416	12.0043	-0.0446248	19.8348	-0.00231726	17.1918	0.013252	7.54682	0.0145727	9.54075	-0.100928	7.40777	0.0641331	14.3107
0.840063	nan	0.02	0.016796	0	1.08603	0.816352	0.840063	0.839482	0.481198	0.344489	0.345463	-0.0690659	7.93217	0.0243649	12.0265	-0.066694	14.4351	-0.0405718	11.9909	0.0699305	17.5424	0.0275581	10.1233	-0.00624533	9.3289	-0.0910431	8.74619	0.0231922	16.9142
